name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2022-04-10,9.3,6.4,8.2,8.7,2.9,5.3,-2.5,48,0,0,0,,0,0,54,32.5,306.5,1008.3,88.3,16,134.9,11.7,6,10,2022-04-10T06:24:58,2022-04-10T19:30:21,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-11,15.3,4.6,9.5,15.3,1.8,8.2,-2.7,43.5,0,0,0,,0,0,43.2,21.9,233.9,1018.1,23.6,16,280,24.3,9,10,2022-04-11T06:23:23,2022-04-11T19:31:24,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-12,21.7,9.9,15.3,21.7,9.9,15.3,3.9,49.2,1.53,100,12.5,rain,0,0,40.7,21.6,250.5,1016.1,51,16,229.1,19.7,9,10,2022-04-12T06:21:49,2022-04-12T19:32:27,0.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-13,19.9,12.2,16.4,19.9,12.2,16.4,8.2,59,0,0,0,,0,0,32,17.1,77.7,1015.5,44.5,16,236.3,20.6,9,10,2022-04-13T06:20:16,2022-04-13T19:33:30,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-14,24.6,13.8,18.9,24.6,13.8,18.9,10.5,60.1,1.8,100,8.33,rain,0,0,47.9,23.8,163.5,1008.1,49.3,15.8,244.9,21,9,10,2022-04-14T06:18:44,2022-04-14T19:34:33,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-15,20.4,11.4,15.7,20.4,11.4,15.7,-3.5,28.5,0,0,0,,0,0,51.8,23.1,247.2,1018.1,24.5,16,288.3,24.9,9,10,2022-04-15T06:17:12,2022-04-15T19:35:36,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-16,21.3,7.5,15.1,21.3,4.7,14.9,1.9,42.7,3.67,100,8.33,rain,0,0,49,22.9,185,1013.2,49.3,15.5,201.9,17.4,9,10,2022-04-16T06:15:41,2022-04-16T19:36:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-17,10.1,5.4,7.7,10.1,2.2,5.3,-4.1,47,0.7,100,4.17,rain,0,0,51.6,29.1,300.4,1019.5,44.1,16,281.9,24.2,9,10,2022-04-17T06:14:10,2022-04-17T19:37:41,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-18,11.5,4.4,7.5,11.5,0.7,5.8,-3.5,46.9,3.72,100,16.67,rain,0,0,42.9,28.8,146.2,1024.6,45.2,15.3,157,13.6,8,10,2022-04-18T06:12:40,2022-04-18T19:38:44,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-19,9.6,4.4,7.2,6.7,0.2,3.5,0.5,65.7,45.52,100,41.67,rain,0,0,60.2,38.8,227.7,1006.7,80.8,12.4,126,11.1,4,10,2022-04-19T06:11:11,2022-04-19T19:39:47,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-20,15.3,5.8,10.1,15.3,2.1,8.6,-4,38.9,0,0,0,,0,0,46.4,23.9,252.5,1025.2,30,16,310,26.9,10,10,2022-04-20T06:09:43,2022-04-20T19:40:50,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-21,14.9,7.4,11.2,14.9,6.5,10.9,3,59,0,0,0,,0,0,49.1,30.9,135.3,1030.3,47.2,16,174.5,15.3,8,10,2022-04-21T06:08:16,2022-04-21T19:41:53,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-22,20.5,11.6,16,20.5,11.6,16,0.3,38.9,0,0,0,,0,0,42.4,21.6,277,1027.4,18.3,16,305.5,26.4,10,10,2022-04-22T06:06:50,2022-04-22T19:42:56,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-23,17.3,10.6,13.5,17.3,10.6,13.5,-0.1,39.8,0,0,0,,0,0,31,15,101,1027.5,65.2,15.9,243,21,10,10,2022-04-23T06:05:24,2022-04-23T19:43:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-24,15.8,9.5,12.9,15.8,8.3,12.8,1.3,46.6,0,0,0,,0,0,35.3,23.1,99.2,1024,44.7,16,243.8,21.1,9,10,2022-04-24T06:04:00,2022-04-24T19:45:02,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-25,14.2,8.5,11.3,14.2,7.3,11,0.8,49,0,0,0,,0,0,28.8,14.9,92.9,1023.9,75.4,16,111,9.6,4,10,2022-04-25T06:02:36,2022-04-25T19:46:05,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-04-26,14.8,11.1,12.8,14.8,11.1,12.8,8.5,75.8,0.53,100,12.5,rain,0,0,38.2,13.5,74.8,1017.8,99,14.3,84.1,7.2,5,10,2022-04-26T06:01:13,2022-04-26T19:47:07,0.91,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-27,14.7,6.3,10.6,14.7,1.7,9.2,-1.4,45.5,0.18,100,4.17,rain,0,0,52.2,38.9,300.5,1014.1,65,15.9,278.7,23.9,10,10,2022-04-27T05:59:52,2022-04-27T19:48:10,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-28,13.9,4.7,8.8,13.9,0.2,6.6,-9.4,30.4,0,0,0,,0,0,55.5,36.5,315.1,1016.1,35.9,16,313.5,27.2,10,10,2022-04-28T05:58:31,2022-04-28T19:49:13,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-29,16.8,5.4,11,16.8,1.9,9.6,-12.9,19.1,0,0,0,,0,0,48.4,31.1,310.5,1018.2,4.6,16,321.4,27.8,10,10,2022-04-29T05:57:12,2022-04-29T19:50:15,1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-04-30,19.3,7.6,13.1,19.3,5.8,12.7,-7.7,23.7,0,0,0,,0,0,38.9,14.5,265.5,1019.2,4.2,16,322.3,27.7,10,10,2022-04-30T05:55:54,2022-04-30T19:51:18,1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-01,19.7,8.6,14.1,19.7,8,14,0.3,41.9,0,0,0,,0,0,31,18.1,118.3,1019.2,31.7,16,293.8,25.5,10,10,2022-05-01T05:54:37,2022-05-01T19:52:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-02,13.4,11.2,12.2,13.4,11.2,12.2,9.5,83.9,6.66,100,37.5,rain,0,0,37.1,16.2,65.7,1017.4,100,11.1,51.7,4.6,2,10,2022-05-02T05:53:21,2022-05-02T19:53:22,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-03,16.3,10.5,13.1,16.3,10.5,13.1,8.2,72.7,0,0,0,,0,0,33.5,17.4,75,1020.5,70.6,16,240.7,20.8,10,10,2022-05-03T05:52:06,2022-05-03T19:54:24,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-04,18.6,10.1,13.3,18.6,10.1,13.3,10.3,82.8,2.64,100,33.33,rain,0,0,29.5,13.6,141.2,1015.6,93.4,12.3,111.4,9.7,7,10,2022-05-04T05:50:53,2022-05-04T19:55:26,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-05,22.9,13.7,17.6,22.9,13.7,17.6,7.6,54.5,0,0,0,,0,0,33.8,18.2,139.9,1017.3,46.9,16,284.3,24.6,9,10,2022-05-05T05:49:41,2022-05-05T19:56:27,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-06,16.4,10.1,13.5,16.4,10.1,13.5,9.8,79.4,14.45,100,66.67,rain,0,0,32.4,14.5,157.2,1013.7,84.8,11.2,50.8,4.2,2,10,2022-05-06T05:48:30,2022-05-06T19:57:29,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-07,10.5,8.2,9.4,10.5,4.8,7.4,6.8,84.7,27.46,100,95.83,rain,0,0,53.7,33.3,56.4,1010.7,100,10.5,31.5,2.7,2,10,2022-05-07T05:47:21,2022-05-07T19:58:30,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-08,14.6,7.6,11,14.6,4.4,9.6,-0.6,46.5,0.18,100,12.5,rain,0,0,50.7,31.4,53.5,1018.6,84.8,16,183.8,15.9,9,10,2022-05-08T05:46:13,2022-05-08T19:59:31,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-09,20.7,8.3,14.3,20.7,5.4,13.6,-6.2,24.9,0,0,0,,0,0,46,29,45.2,1023,19.9,16,323.5,27.9,10,10,2022-05-09T05:45:06,2022-05-09T20:00:31,0.27,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-10,22.2,11.2,16.1,22.2,11.2,16.1,-4.8,23.9,0,0,0,,0,0,46.1,28,55,1026.6,30,16,299.4,26,10,10,2022-05-10T05:44:01,2022-05-10T20:01:32,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-11,23.5,12.2,16.9,23.5,12.2,16.9,2.5,39.1,0,0,0,,0,0,58.3,24.1,76.8,1024.9,58.4,16,200,17.2,7,10,2022-05-11T05:42:58,2022-05-11T20:02:32,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-12,22.7,14.3,18,22.7,14.3,18,12.5,70.7,0,0,0,,0,0,24.8,17.4,67.7,1025.4,57.1,15.9,243.7,21.1,10,10,2022-05-12T05:41:55,2022-05-12T20:03:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-13,21,14.4,17.1,21,14.4,17.1,15.1,88.6,0.61,100,16.67,rain,0,0,27.7,18.2,63.7,1024.4,98.6,9.4,131.5,11.4,8,10,2022-05-13T05:40:55,2022-05-13T20:04:30,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-14,22,15.6,17.9,22,15.6,17.9,16.3,90.5,3.11,100,25,rain,0,0,33.5,14.4,89,1018.5,91.2,8.7,112.8,9.7,4,10,2022-05-14T05:39:56,2022-05-14T20:05:29,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-15,24.9,15.5,19.2,24.9,15.5,19.2,16.2,83.6,5.18,100,20.83,rain,0,0,35.3,19.8,157.4,1011.5,78.7,10.7,190.5,16.6,10,10,2022-05-15T05:38:58,2022-05-15T20:06:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-16,23.4,18.7,20.8,23.4,18.7,20.8,16.7,77.6,5.11,100,25,rain,0,0,50,19.9,171.2,1004.9,64.3,15.4,161,13.8,10,30,2022-05-16T05:38:02,2022-05-16T20:07:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-17,25.3,14.2,19.4,25.3,14.2,19.4,6.5,46.1,0,0,0,,0,0,66.2,37.6,284.6,1007.5,19,16,314.6,27.3,10,10,2022-05-17T05:37:08,2022-05-17T20:08:22,0.52,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-18,22.3,13.5,17.6,22.3,13.5,17.6,4.2,42.1,0,0,0,,0,0,43.9,22,286.2,1013.4,25.9,16,286.4,24.8,9,10,2022-05-18T05:36:16,2022-05-18T20:09:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-19,19.2,12.5,15.3,19.2,12.5,15.3,11.9,80.8,15.49,100,41.67,rain,0,0,30.6,9.5,133,1008.5,87.1,11.6,85.8,7.4,4,10,2022-05-19T05:35:25,2022-05-19T20:10:14,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-20,20,13.3,16.4,20,13.3,16.4,13.9,85.6,9.9,100,12.5,rain,0,0,38.9,14.2,74.1,1013.4,71.2,8.3,147.2,12.7,8,10,2022-05-20T05:34:36,2022-05-20T20:11:09,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-21,32.1,16.5,23.8,33.8,16.5,24.5,17.8,73,0,0,0,,0,0,38.9,12.6,188.7,1015.2,38.4,9.1,290.9,25,9,100,2022-05-21T05:33:49,2022-05-21T20:12:04,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-22,31.8,23.8,27.4,32.3,23.8,28,18.5,59.1,0,0,0,,0,0,46.4,16.6,231.9,1015.2,28.8,15.6,273.4,23.5,10,75,2022-05-22T05:33:03,2022-05-22T20:12:58,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-23,23.7,16.4,20.2,23.7,16.4,20.2,7.9,46.7,0,0,0,,0,0,44.3,21.5,208.1,1020.9,36.1,16,284.5,24.4,9,10,2022-05-23T05:32:19,2022-05-23T20:13:51,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-24,18.9,14.5,17.1,18.9,14.5,17.1,8.7,58.4,0,0,0,,0,0,31.7,20.9,78.3,1025.3,88.2,16,142.5,12.3,6,10,2022-05-24T05:31:37,2022-05-24T20:14:43,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-25,20.5,12.6,16,20.5,12.6,16,7.3,57.1,0,0,0,,0,0,33.5,17.4,104.3,1028.1,32.9,15.9,314.9,27.1,10,10,2022-05-25T05:30:57,2022-05-25T20:15:34,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-26,20.6,12.8,17,20.6,12.8,17,10.5,66.1,0,0,0,,0,0,33.5,21.6,127.2,1024.5,58.9,16,289,25,10,10,2022-05-26T05:30:19,2022-05-26T20:16:25,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-27,26.6,18.4,20.8,26.6,18.4,20.8,17.6,82.7,6.44,100,8.33,rain,0,0,50,21,146.7,1013.2,88.8,13.5,210.4,17.9,10,10,2022-05-27T05:29:42,2022-05-27T20:17:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-28,23.1,18.2,20.3,23.1,18.2,20.3,16.8,81.1,14.53,100,25,rain,0,0,68.4,18.3,255.3,1007.3,78.7,14.5,212.1,18.3,10,30,2022-05-28T05:29:08,2022-05-28T20:18:03,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-29,25.2,16.1,20.5,25.2,16.1,20.5,12.2,60.2,0,0,0,,0,0,23.8,10.8,201.7,1016.7,19.9,16,268.9,23.3,10,10,2022-05-29T05:28:35,2022-05-29T20:18:50,1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-05-30,29.3,18,24,29.5,18,24,15.3,59.8,0,0,0,,0,0,35.3,17.8,222.8,1018.3,16.7,16,315.7,27.2,9,10,2022-05-30T05:28:05,2022-05-30T20:19:36,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-05-31,33.8,20.6,28.5,33.3,20.6,28.3,16.3,50.1,0,0,0,,0,0,48.1,18.7,258.2,1014.1,34.7,16,298.4,25.7,9,30,2022-05-31T05:27:36,2022-05-31T20:20:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-01,20.9,15.9,17.6,20.9,15.9,17.6,13.5,77.2,16.36,100,25,rain,0,0,33.5,24.4,85.8,1014,92.1,14.3,129.5,11.3,6,10,2022-06-01T05:27:09,2022-06-01T20:21:06,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-02,26.7,16.4,20.5,27.8,16.4,20.5,17.7,85.1,10.64,100,25,rain,0,0,38.9,13.5,183,1007.5,83.6,11.5,172.8,15,7,30,2022-06-02T05:26:44,2022-06-02T20:21:49,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-03,24,17.4,20.6,24,17.4,20.6,15.8,76,0,0,0,rain,0,0,21.2,13,105.3,1007.7,75,10.7,273.7,23.6,10,10,2022-06-03T05:26:21,2022-06-03T20:22:30,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-04,27.1,16.7,22,26.6,16.7,21.9,10.2,48.4,0,0,0,,0,0,38.9,13.9,202,1011,14.5,16,299.9,25.8,10,10,2022-06-04T05:26:00,2022-06-04T20:23:11,0.11,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-05,24.5,14.8,20.1,24.5,14.8,20.1,4,35.4,0,0,0,,0,0,29.5,16.1,80.1,1015.1,19.6,16,335.3,29,10,10,2022-06-05T05:25:41,2022-06-05T20:23:50,0.14,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-06,27.1,17.7,22,26.6,17.7,22,6.6,37.4,0,0,0,,0,0,38.2,17.6,219.4,1016.8,13.9,16,323.6,27.9,10,10,2022-06-06T05:25:25,2022-06-06T20:24:28,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-07,25.4,17.6,21.1,25.4,17.6,21.1,12.8,59.9,1.17,100,12.5,rain,0,0,52.9,32.7,193.3,1016.5,50.3,15.9,254.5,22,10,10,2022-06-07T05:25:10,2022-06-07T20:25:04,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-08,28,19.3,23.9,27.4,19.3,23.8,15.8,64.9,1.38,100,20.83,rain,0,0,43.2,19,229,1011.2,58.4,14.6,335.1,28.8,10,30,2022-06-08T05:24:57,2022-06-08T20:25:39,0.29,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-09,27.6,20.9,23.6,27.6,20.9,23.7,16.1,65.9,15.14,100,29.17,rain,0,0,51.8,31.4,232.7,1004.3,68.6,13.4,277,23.7,10,30,2022-06-09T05:24:46,2022-06-09T20:26:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-10,25.3,17.5,21.7,25.3,17.5,21.7,9.1,46,0,0,0,,0,0,40.7,21.5,289.4,1010.2,26.5,16,339.4,29.2,10,10,2022-06-10T05:24:37,2022-06-10T20:26:44,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-11,23.2,19.4,21.6,23.2,19.4,21.6,11.6,53.5,1.59,100,8.33,rain,0,0,29.5,14,140.6,1012.9,62.7,15.9,131.6,11.3,5,10,2022-06-11T05:24:30,2022-06-11T20:27:14,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-12,22.6,18.1,20.1,22.6,18.1,20.1,15.7,76.3,1.14,100,20.83,rain,0,0,36.8,18.1,185,1014.4,73.8,15.4,136.1,11.9,7,10,2022-06-12T05:24:24,2022-06-12T20:27:43,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-13,29.5,20.4,25.1,30.1,20.4,25.4,17.5,65.5,0.2,100,8.33,rain,0,0,29.5,14.5,166.8,1012.3,57.9,15.1,222.8,19.2,7,60,2022-06-13T05:24:21,2022-06-13T20:28:10,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-14,27.7,20.1,23.8,27.3,20.1,23.8,10.8,44.3,0,0,0,,0,0,38.9,13.9,66.4,1012.9,35.5,16,255.7,22.1,10,10,2022-06-14T05:24:20,2022-06-14T20:28:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-15,27,19.6,22.7,26.9,19.6,22.7,13.9,58.5,0,0,0,,0,0,37.1,22.3,116.3,1018.3,21.3,16,324.6,28.2,10,10,2022-06-15T05:24:21,2022-06-15T20:28:59,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-16,21.7,17.4,19.9,21.7,17.4,19.9,15.7,76.7,7.61,100,12.5,rain,0,0,46.4,20.6,192,1019.6,88,15.2,164.9,14.2,10,10,2022-06-16T05:24:24,2022-06-16T20:29:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York City,USA",2022-06-17,31.9,20.9,26,31.9,20.9,25.9,16.1,58.8,0,0,0,,0,0,56.3,31.6,260.3,1006.5,56.5,15.4,324,28,10,75,2022-06-17T05:24:28,2022-06-17T20:29:41,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-18,25.3,15.9,19.8,25.3,15.9,19.8,8.3,47.8,0,0,0,,0,0,62.4,35.6,308,1006.3,52.2,16,217.2,18.9,10,10,2022-06-18T05:24:35,2022-06-18T20:29:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York City,USA",2022-06-19,23.1,12.8,17.9,23.1,12.8,17.9,3.4,39.8,0,0,0,,0,0,53.6,33.4,295.3,1013.8,23.8,16,354.6,30.7,10,10,2022-06-19T05:24:43,2022-06-19T20:30:16,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
